latitude	longitude	price	hoa	beds	baths	sqft	remodel	built	stories	type	address	parking	view	lastupdatedate
47583192.00	-122384736.00	450869.00	0.00	2.00	2.00	904.00	1995.00	1985.00	0.00	Condo	4118 Southwest College Street	No Data	Territorial	09/15/17
47561288.00	-122390296.00	684950.00	0.00	2.00	2.50	2010.00	0.00	1930.00	1.50	Single Family	4516 Southwest Alaska Street	Attached Garage, 1 space, 200 sqft garage	City	09/21/17
47566808.00	-122409688.00	520000.00	0.00	1.00	1.00	750.00	1996.00	1967.00	0.00	Condo	4119 Beach Drive Southwest Seattle WA 98116 Apartment 2	Off street, 1 space	Mountain	09/15/17
47565408.00	-122402504.00	890000.00	0.00	3.00	3.00	2170.00	0.00	1949.00	2.00	Single Family	4144 55th Avenue Southwest	Attached Garage, 2 spaces, 550 sqft garage	Water	09/14/17
47574288.00	-122383256.00	761000.00	0.00	3.00	1.00	1300.00	0.00	1906.00	1.00	Single Family	3244 Walnut Avenue Southwest	Attached Garage, Detached Garage, 1 space, 260 sqft garage	NULL	09/01/17
47577832.00	-122416960.00	872632.00	298.00	2.00	1.50	1330.00	1999.00	1979.00	0.00	Condo	3021 Alki Avenue Southwest Apartment C	Off street, 1 space	Territorial	09/06/17
47571732.00	-122411624.00	825000.00	0.00	3.00	2.50	1808.00	0.00	2008.00	0.00	Single Family	3638 Beach Drive Southwest	Attached Garage	NULL	08/28/17
47590496.00	-122392416.00	670000.00	0.00	2.00	2.00	1332.00	1996.00	1996.00	0.00	Condo	1402 Alki Avenue Southwest Apartment 201	Carport, On street, 1 space	Mountain, Territorial, Water	08/31/17
47588956.00	-122386520.00	702000.00	0.00	3.00	3.00	1900.00	0.00	2008.00	3.00	Townhouse	1609 California Avenue Southwest # C	Attached Garage, 1 space, 270 sqft garage	City	08/22/17
47572984.00	-122395120.00	640000.00	0.00	2.00	1.00	880.00	0.00	1950.00	1.00	Single Family	3429 49th Avenue Southwest	Off street, Detached Garage, 1 space, 400 sqft garage	NULL	08/31/17
47583608.00	-122398584.00	700000.00	0.00	2.00	1.00	1100.00	1953.00	1910.00	1.00	Single Family	2302 Hobart Avenue Southwest	Attached Garage, 1 space, 180 sqft garage	City	08/24/17
47576976.00	-122419424.00	800000.00	525.00	2.00	2.00	1276.00	1992.00	1992.00	0.00	Condo	3201 Point Place Southwest Apartment 102	Carport, Detached Garage, 1 space, 120 sqft garage	Mountain, Water	08/16/17
47557700.00	-122395496.00	800000.00	0.00	3.00	3.00	2046.00	2012.00	1987.00	1.00	Single Family	4910 Southwest Hudson Street	Attached Garage, 2 spaces, 600 sqft garage	NULL	08/21/17
47558036.00	-122391856.00	1050000.00	0.00	4.00	3.50	2940.00	2011.00	1918.00	3.00	Single Family	4844 47th Avenue Southwest	Off street, On street, Detached Garage, 2 spaces, 400 sqft garage	Mountain, Territorial, Water	08/11/17
47571912.00	-122392464.00	575000.00	0.00	3.00	1.50	1390.00	0.00	1950.00	1.00	Single Family	3603 47th Avenue Southwest	Attached Garage, 2 spaces, 650 sqft garage	NULL	07/27/17
47574864.00	-122395488.00	695000.00	0.00	4.00	1.50	2570.00	0.00	1955.00	2.00	Single Family	4914 Southwest Forney Street	Carport, Off street, 2 spaces, 200 sqft garage	Mountain, Territorial	07/31/17
47569152.00	-122405080.00	1050000.00	0.00	5.00	3.50	3450.00	2003.00	1982.00	2.00	Single Family	5701 Southwest Bradford Street	Attached Garage, 2 spaces, 460 sqft garage	Territorial	07/28/17
47562544.00	-122382336.00	519000.00	0.00	3.00	2.00	1250.00	0.00	2006.00	0.00	Townhouse	4508 40th Avenue Southwest UNIT A	Attached Garage, 1 space, 250 sqft garage	NULL	07/21/17
47577660.00	-122382424.00	660000.00	0.00	3.00	2.00	2200.00	0.00	1928.00	2.00	Single Family	2919 Fairmount Avenue Southwest	Off street	NULL	07/11/17
47692432.00	-122306280.00	263000.00	298.00	1.00	1.00	665.00	0.00	1979.00	0.00	Condo	8812 20th Avenue Northeast Apartment A205	No Data	Territorial	04/21/17
47681584.00	-122292272.00	1625000.00	0.00	3.00	1.00	1080.00	0.00	1922.00	1.00	Single Family	7310 33rd Avenue Northeast	No Data	NULL	04/24/17
47581408.00	-122401760.00	1550000.00	0.00	7.00	4.00	5030.00	1980.00	1904.00	2.00	Single Family	2438 Wickstrom Place Southwest	Off street	City, Mountain, Water	10/20/17
47572988.00	-122405192.00	1050000.00	0.00	3.00	2.50	3720.00	0.00	1961.00	0.00	Single Family	3327 Frater Avenue Southwest	No Data	NULL	09/29/17
47582440.00	-122395104.00	769500.00	0.00	3.00	1.50	2080.00	0.00	1953.00	1.00	Single Family	5015 Southwest Prince Street	Attached Garage, 2 spaces, 400 sqft garage	NULL	10/06/17
47590140.00	-122385816.00	450000.00	0.00	2.00	1.50	1132.00	1997.00	1986.00	4.00	Multi Family	1512 California Avenue Southwest Apartment 101	Attached Garage, 1 space	Territorial	10/12/17
47569364.00	-122408992.00	450000.00	525.00	2.00	2.50	1450.00	2015.00	1991.00	0.00	Condo	3828 Beach Drive Southwest	Off street, 2 spaces	Mountain, Water	09/29/17
47576524.00	-122392984.00	600000.00	0.00	3.00	1.00	1080.00	0.00	1916.00	0.00	Single Family	3032 48th Avenue Southwest	No Data	NULL	09/28/17
47576088.00	-122391712.00	588000.00	0.00	3.00	1.50	1810.00	0.00	1912.00	0.00	Single Family	3046 47th Avenue Southwest	Detached Garage, 480 sqft garage	NULL	09/27/17
47576984.00	-122394520.00	680000.00	0.00	3.00	1.50	1630.00	2009.00	1949.00	2.00	Single Family	3015 49th Avenue Southwest	Detached Garage, 2 spaces, 500 sqft garage	Mountain	09/29/17
47560176.00	-122276592.00	570000.00	0.00	3.00	1.00	1070.00	0.00	1908.00	0.00	Single Family	4710 45th Avenue South	No Data	NULL	08/31/17
47537600.00	-122292192.00	590000.00	0.00	5.00	3.00	2248.00	2014.00	1992.00	1.00	Single Family	7143 32nd Avenue South	Off street, Attached Garage, 2 spaces, 240 sqft garage	Territorial	08/31/17
47530808.00	-122272472.00	420000.00	0.00	3.00	1.50	1360.00	2014.00	1957.00	2.00	Single Family	7922 48th Avenue South	Attached Garage, 1 space, 240 sqft garage	NULL	09/07/17
47542172.00	-122277912.00	520000.00	0.00	3.00	1.00	1250.00	1937.00	1905.00	2.00	Single Family	4401 South Holly Street	No Data	NULL	08/31/17
47550196.00	-122272872.00	585000.00	0.00	3.00	1.00	1500.00	0.00	1956.00	2.00	Single Family	4729 South Mead Street	Off street, Attached Garage, 240 sqft garage	City, Territorial	08/31/17
47530364.00	-122272096.00	361100.00	0.00	3.00	1.00	1150.00	0.00	1958.00	1.50	Single Family	7941 49th Avenue South	Attached Garage, 1 space, 240 sqft garage	NULL	08/31/17
47559616.00	-122288112.00	755000.00	0.00	2.00	1.75	1960.00	0.00	2004.00	3.00	Townhouse	4739 East 36th Avenue South	Off street	NULL	08/31/17
47518916.00	-122272464.00	458029.00	0.00	5.00	3.50	3258.00	0.00	2004.00	2.00	Single Family	4821 South Fletcher Street	Attached Garage, 2 spaces, 440 sqft garage	City	09/06/17
47561612.00	-122270328.00	500000.00	0.00	2.00	1.00	770.00	0.00	1921.00	1.00	Single Family	4602 50th Avenue South	Detached Garage, 2 spaces, 420 sqft garage	Water	08/23/17
47521640.00	-122269208.00	425000.00	0.00	3.00	1.00	1400.00	0.00	1925.00	1.50	Single Family	5115 South Director Street	Carport, Off street, Attached Garage, Detached Garage, 1 space, 220 sqft garage	NULL	08/28/17
47653564.00	-122374528.00	260000.00	0.00	1.00	1.00	546.00	1988.00	1980.00	3.00	Single Family	3646 14th Avenue West Apartment 103	Carport, 1 space	City	04/26/17
47640168.00	-122366672.00	954000.00	0.00	3.00	1.50	0.00	2011.00	1907.00	1.00	Single Family		Detached Garage, 1 space, 200 sqft garage	NULL	04/28/17
47638464.00	-122363232.00	929000.00	0.00	4.00	1.75	2770.00	0.00	1915.00	2.00	Multi Family	2122 5th Avenue West	Off street	NULL	05/04/17
47632768.00	-122370192.00	685000.00	550.00	2.00	0.00	0.00	1976.00	1976.00	0.00	Condo		Carport, Off street, On street, 2 spaces	Mountain, Territorial, Water	04/25/17
47626392.00	-122363336.00	1150000.00	0.00	2.00	2.50	2060.00	0.00	2007.00	3.00	Townhouse	505 West Olympic Place Apartment B	Attached Garage, 1 space, 360 sqft garage	City, Mountain, Water	04/10/17
47629136.00	-122367952.00	750000.00	0.00	2.00	1.50	1350.00	0.00	1900.00	3.00	Multi Family	1113 8th Avenue West	On street	Water	04/21/17
47648256.00	-122366432.00	317679.00	0.00	4.00	2.50	2124.00	0.00	1946.00	1.50	Single Family	701 West Dravus Street	Attached Garage, 1 space, 200 sqft garage	City	04/07/17
47639944.00	-122374448.00	500000.00	0.00	2.00	2.00	1100.00	1993.00	1982.00	5.00	Multi Family	2253 Gilman Drive West	Off street, Attached Garage, 2 spaces	Territorial, Water	04/13/17
47637888.00	-122366040.00	1150000.00	0.00	3.00	3.00	2210.00	2007.00	1905.00	2.00	Single Family	2102 7th Avenue West	Attached Garage, 1 space, 200 sqft garage	Water	03/31/17
47626124.00	-122363336.00	565000.00	0.00	2.00	1.50	1071.00	1982.00	1982.00	0.00	Condo	410 West Roy Street Apartment 303	Attached Garage, 1 space	City	03/31/17
47585616.00	-122388216.00	733000.00	0.00	4.00	2.50	2000.00	1991.00	1945.00	2.00	Single Family	4408 Southwest Hill Street	Attached Garage, Detached Garage, 2 spaces, 480 sqft garage	NULL	07/06/17
47573248.00	-122392456.00	700000.00	0.00	3.00	2.00	2100.00	0.00	1950.00	1.00	Single Family	3419 47th Avenue Southwest	Attached Garage, Detached Garage, 1 space, 300 sqft garage	NULL	07/07/17
47578864.00	-122401136.00	699000.00	0.00	3.00	1.50	2190.00	0.00	1952.00	1.00	Single Family	5312 Southwest Admiral Way	Detached Garage, 1 space, 250 sqft garage	Mountain, Water	06/30/17
47568388.00	-122404584.00	750000.00	0.00	4.00	1.50	2320.00	0.00	1947.00	1.00	Single Family	5615 Southwest Andover Street	Carport, 2 spaces	Mountain, Water	06/29/17
47570164.00	-122403144.00	1200000.00	0.00	4.00	3.00	2920.00	2000.00	1950.00	2.00	Single Family	3803 55th Avenue Southwest	No Data	Water	06/16/17
47557576.00	-122388304.00	745000.00	0.00	3.00	2.50	2100.00	2004.00	1991.00	2.00	Single Family	4980 Lewis Place Southwest	Attached Garage, 2 spaces, 420 sqft garage	Water	06/15/17
47582164.00	-122396768.00	890000.00	0.00	3.00	2.50	2440.00	2007.00	1948.00	2.00	Single Family	5054 Southwest Grayson Street	Attached Garage, 1 space, 290 sqft garage	Territorial	06/16/17
47579784.00	-122395008.00	700000.00	0.00	3.00	1.50	2700.00	0.00	1911.00	1.50	Single Family	2648 50th Avenue Southwest	Attached Garage, Detached Garage, 1 space, 280 sqft garage	NULL	06/23/17
47578408.00	-122403640.00	839375.00	0.00	3.00	1.50	1900.00	0.00	1941.00	1.00	Single Family	5540 Southwest Campbell Place	Attached Garage, 1 space, 220 sqft garage	Mountain, Territorial, Water	06/15/17
47570344.00	-122408736.00	1002500.00	0.00	4.00	3.50	2331.00	0.00	1915.00	3.00	Single Family	5904 Southwest Charlestown Street	Attached Garage, 1 space	Water	06/13/17
47587892.00	-122388408.00	739000.00	0.00	3.00	1.75	1890.00	0.00	1910.00	0.00	Single Family	4415 Southwest Massachusetts Street	No Data	NULL	10/20/17
47576872.00	-122404304.00	755000.00	0.00	3.00	2.50	2430.00	0.00	1979.00	3.00	Single Family	5621 Southwest Admiral Way	On street	Water	10/10/17
47563912.00	-122397936.00	548000.00	0.00	4.00	1.00	1820.00	0.00	1948.00	0.00	Single Family	4429 51st Avenue Southwest	No Data	NULL	10/12/17
47568612.00	-122408856.00	645000.00	0.00	3.00	1.00	1780.00	0.00	1940.00	0.00	Single Family	3864 Beach Drive Southwest	No Data	Mountain, Territorial	10/11/17
47567832.00	-122393064.00	1030000.00	0.00	4.00	3.00	2600.00	1965.00	1948.00	2.00	Single Family	4018 48th Avenue Southwest	Off street, Attached Garage, 180 sqft garage	NULL	10/02/17
47569364.00	-122408992.00	450000.00	302.00	2.00	1.00	839.00	0.00	1991.00	0.00	Condo	3828 Beach Drive Southwest Apartment 302	Carport, Off street, 2 spaces	Mountain	09/29/17
47588600.00	-122388560.00	625000.00	0.00	2.00	1.00	1100.00	0.00	1941.00	1.00	Single Family	1624 45th Avenue Southwest	Attached Garage, Detached Garage, 2 spaces, 480 sqft garage	NULL	09/20/17
47574892.00	-122381040.00	880000.00	0.00	3.00	3.50	2090.00	0.00	1917.00	0.00	Single Family	3222 39th Avenue Southwest	No Data	NULL	09/26/17
47582304.00	-122393168.00	835000.00	0.00	3.00	3.25	2021.00	0.00	2013.00	0.00	Single Family	2323 48th Avenue Southwest	No Data	Territorial	09/19/17
47558352.00	-122381864.00	265000.00	371.00	1.00	1.00	582.00	2005.00	1989.00	0.00	Condo	Fauntleroy Landing Condominiums Apartment 105	Off street, 1 space	Territorial	09/15/17
47637728.00	-122371840.00	1200000.00	0.00	4.00	2.50	2710.00	2013.00	1908.00	2.00	Single Family	1959 11th Avenue West	None	City, Mountain, Water	03/31/17
47639376.00	-122375352.00	241500.00	0.00	2.00	2.00	1060.00	1993.00	1978.00	0.00	Condo	2219 14th Avenue West Apartment 404	Carport, 1 space	City	03/07/17
47634216.00	-122368096.00	1700000.00	0.00	4.00	2.50	2840.00	1995.00	1908.00	4.00	Single Family	1623 8th Avenue West	Attached Garage, 2 spaces, 680 sqft garage	Water	02/24/17
47637832.00	-122373104.00	825000.00	0.00	2.00	1.50	1606.00	1985.00	1906.00	2.00	Single Family	1963 12th Avenue West	Off street	Mountain	02/28/17
47640704.00	-122364544.00	1460000.00	0.00	3.00	3.50	2780.00	0.00	2007.00	3.00	Single Family	2436 6th Avenue West	Attached Garage, 2 spaces, 160 sqft garage	City, Mountain	03/10/17
47648052.00	-122367920.00	1573000.00	0.00	4.00	3.50	3900.00	2011.00	2011.00	3.00	Single Family	3118 8th Avenue West	Off street, On street, 250 sqft garage	City, Mountain, Park, Territorial, Water	03/10/17
47624280.00	-122361560.00	525000.00	0.00	1.00	1.00	608.00	2003.00	2003.00	0.00	Condo	Iv West Condominiums	2 spaces	City	03/20/17
47639412.00	-122364400.00	1440000.00	0.00	9.00	4.00	3697.00	1987.00	1911.00	2.50	Multi Family	515 West Mcgraw Street	No Data	NULL	02/28/17
47623552.00	-122362872.00	580000.00	684.00	2.00	1.50	1210.00	2003.00	1968.00	0.00	Condo	500 5th Avenue West UNIT 101	Attached Garage, 1 space	City, Water	01/20/17
47638888.00	-122373504.00	585600.00	614.00	2.00	1.50	1332.00	1977.00	1977.00	0.00	Condo	2221 Gilman Drive West Apartment 401	Attached Garage, 1 space	Mountain, Territorial, Water	02/06/17
47581700.00	-122382712.00	834000.00	0.00	3.00	1.50	2600.00	0.00	1951.00	1.00	Single Family	2510 Walnut Avenue Southwest	No Data	NULL	09/20/17
47587000.00	-122389336.00	879000.00	0.00	3.00	1.50	1910.00	0.00	1929.00	0.00	Single Family	1737 45th Avenue Southwest	1 space	NULL	09/22/17
47584128.00	-122385416.00	655000.00	0.00	4.00	3.00	1940.00	0.00	1910.00	2.00	Single Family	2135 42ND Avenue Southwest	No Data	NULL	09/01/17
47594860.00	-122386552.00	625000.00	0.00	2.00	2.00	1352.00	1998.00	1975.00	0.00	Condo	1140 Alki Avenue Southwest Apartment 302	Attached Garage, 1 space	Territorial	09/01/17
47570560.00	-122411648.00	500000.00	771.00	2.00	1.50	1175.00	1998.00	1968.00	0.00	Condo	3717 Beach Drive Southwest Apartment 307	Attached Garage, 1 space	Mountain, Water	09/06/17
47565480.00	-122392536.00	700000.00	0.00	4.00	1.50	2000.00	0.00	1920.00	1.00	Single Family	4139 47th Avenue Southwest	Off street	NULL	09/06/17
47587896.00	-122388664.00	799000.00	0.00	3.00	2.00	2720.00	0.00	1913.00	2.00	Single Family	1704 45th Avenue Southwest	Attached Garage, 1 space, 200 sqft garage	NULL	08/28/17
47562680.00	-122405568.00	1510000.00	0.00	3.00	2.00	2920.00	0.00	1955.00	1.00	Single Family	4516 Beach Drive Southwest	Attached Garage, 1 space, 290 sqft garage	Mountain, Park, Water	08/31/17
47567792.00	-122395752.00	635000.00	0.00	3.00	2.00	1370.00	0.00	1948.00	2.00	Single Family	4022 50th Avenue Southwest	Attached Garage, 1 space, 380 sqft garage	NULL	08/27/17
47582776.00	-122389728.00	883000.00	0.00	4.00	2.00	1950.00	2011.00	1908.00	2.00	Single Family	4507 Southwest College Street	Detached Garage, 1 space, 300 sqft garage	Territorial, Water	08/21/17
47637608.00	-122370064.00	1540000.00	0.00	4.00	2.50	2800.00	2016.00	1930.00	3.00	Single Family	1958 10th Avenue West	On street, Attached Garage, 1 space, 160 sqft garage	City, Mountain, Water	01/30/17
47647148.00	-122359440.00	912500.00	0.00	3.00	1.00	1720.00	0.00	1925.00	1.50	Single Family	126 West Florentia Street	Attached Garage, Detached Garage, 1 space, 230 sqft garage	City	02/03/17
47626468.00	-122361664.00	880000.00	0.00	1.00	1.00	700.00	1976.00	1922.00	2.00	Multi Family	321 West Olympic Place	Attached Garage, 2 spaces, 480 sqft garage	Water	01/18/17
47625976.00	-122357776.00	1500000.00	0.00	2.00	1.00	1300.00	0.00	1900.00	0.00	Apartment	714 1st Avenue West	No Data	NULL	12/29/16
47645840.00	-122362568.00	999000.00	0.00	3.00	2.50	2127.00	0.00	2016.00	0.00	Single Family	418 West Fulton Street	No Data	NULL	01/04/17
47650644.00	-122371904.00	1130000.00	0.00	5.00	4.00	3170.00	1995.00	1941.00	2.00	Single Family	3407 11th Avenue West	Attached Garage, 1 space, 200 sqft garage	City	12/29/16
47639936.00	-122373312.00	375000.00	375.00	2.00	2.00	848.00	1997.00	1990.00	4.00	Apartment	2244 13th Avenue West Apartment 414	Off street, Attached Garage, 1 space	City, Mountain, Park, Territorial, Water	12/12/16
47630812.00	-122360128.00	1275000.00	0.00	4.00	1.75	3210.00	0.00	1925.00	2.00	Single Family	1308 3rd Avenue West	On street, Detached Garage, 1 space, 320 sqft garage	City	12/15/16
47640880.00	-122373856.00	800000.00	0.00	3.00	1.50	1620.00	0.00	1998.00	3.00	Single Family	2505 13th Avenue West	Attached Garage, 400 sqft garage	City	12/02/16
47639028.00	-122357864.00	850000.00	0.00	3.00	1.00	1725.00	2010.00	1909.00	1.00	Single Family	2218 1st Avenue West	Off street	Territorial	12/01/16
47532776.00	-122283552.00	598000.00	0.00	5.00	3.50	2610.00	0.00	2006.00	1.00	Single Family	7723 39th Avenue South	Attached Garage, 2 spaces, 500 sqft garage	Mountain	08/23/17
47544088.00	-122279160.00	975000.00	0.00	4.00	2.50	2517.00	0.00	0.00	0.00	Single Family	4333 South Morgan St.	No Data	NULL	08/27/17
47560880.00	-122289160.00	945000.00	0.00	5.00	2.50	2250.00	0.00	2017.00	9.00	Single Family	3420 South Alaska Street	On street	Mountain, Territorial	08/25/17
47527704.00	-122282752.00	389000.00	0.00	3.00	1.50	1560.00	0.00	1942.00	1.00	Single Family	3921 South Thistle Street	Attached Garage, 2 spaces, 490 sqft garage	NULL	08/23/17
47555660.00	-122275040.00	530000.00	0.00	3.00	1.00	1948.00	0.00	1948.00	1.00	Single Family	5114 46th Avenue South	Off street	NULL	08/25/17
47552496.00	-122286824.00	512500.00	0.00	2.00	1.00	720.00	2014.00	1942.00	1.00	Single Family	3639 South Lucile Street	Carport, Off street, 1 space	City	08/23/17
47548728.00	-122279760.00	575000.00	0.00	4.00	1.50	1990.00	0.00	1913.00	2.00	Single Family	4223 South Kenny Street	Attached Garage, Detached Garage, 1 space, 220 sqft garage	NULL	08/30/17
47544760.00	-122287208.00	549000.00	0.00	5.00	3.00	2100.00	0.00	2003.00	1.00	Single Family	3538 South Morgan Street Apartment A	Garage, 2 spaces, 400 sqft garage	Territorial	08/15/17
47551336.00	-122262872.00	749950.00	0.00	3.00	2.00	2540.00	0.00	1950.00	1.00	Single Family	5544 South Orcas Street	Off street, On street, Attached Garage, 1 space, 240 sqft garage	Territorial, Water	08/16/17
47555464.00	-122280944.00	825000.00	0.00	3.00	1.50	1783.00	0.00	0.00	0.00	Townhouse	5155 42nd Avenue South	No Data	NULL	08/09/17
47641268.00	-122372264.00	757000.00	0.00	3.00	1.50	2000.00	0.00	1937.00	2.00	Single Family	2516 12th Avenue West	Detached Garage, 1 space, 290 sqft garage	Mountain	12/13/16
47651604.00	-122371912.00	1975000.00	0.00	6.00	5.50	5258.00	0.00	2016.00	2.00	Single Family	3441 11th Avenue West	Attached Garage, 2 spaces, 530 sqft garage	Mountain	12/15/16
47636160.00	-122372408.00	315000.00	299.00	2.00	1.50	0.00	1989.00	1989.00	0.00	Condo		Attached Garage, 1 space	Territorial	11/15/16
47651876.00	-122372584.00	575000.00	0.00	1.00	1.00	820.00	0.00	1924.00	1.00	Single Family	3451 12th Avenue West	Attached Garage, Detached Garage, 1 space, 190 sqft garage	NULL	11/18/16
47617912.00	-122337328.00	1160000.00	0.00	2.00	2.00	1407.00	2006.00	2006.00	18.00	Single Family	2200 Westlake Avenue # N1405	Attached Garage, 1 space	City	10/26/17
47614196.00	-122349752.00	381000.00	458.00	1.00	1.00	521.00	0.00	1998.00	0.00	Condo	2504 Western Avenue Apartment 621	1 space	City	10/09/17
47615512.00	-122351096.00	589000.00	0.00	1.00	1.50	867.00	2008.00	2008.00	0.00	Condo	76 Cedar Street UNIT 504	Attached Garage	Territorial	10/16/17
47617668.00	-122352400.00	773000.00	0.00	2.00	1.75	1066.00	0.00	2009.00	0.00	Condo	2911 2nd Avenue UNIT 806	Attached Garage	City, Mountain, Territorial	10/13/17
47617664.00	-122349192.00	975000.00	655.00	1.00	1.50	1146.00	2008.00	2008.00	0.00	Condo	2720 3rd Avenue Apartment 1010	Attached Garage, 1 space	City, Mountain	10/10/17
47611184.00	-122344160.00	970000.00	0.00	1.00	2.00	1370.00	0.00	1989.00	0.00	Condo	2030 Western Avenue Apartment 610	No Data	NULL	09/28/17
47567160.00	-122408984.00	2250.00	0.00	3.00	1.00	980.00	2008.00	1904.00	1.00	Single Family	4112 Beach Drive Southwest	Carport	Mountain, Water	09/15/17
47557332.00	-122384928.00	580000.00	0.00	3.00	1.00	1410.00	0.00	1913.00	2.00	Single Family	4115 Southwest Hudson Street	1 space	City	09/25/17
47566060.00	-122397896.00	662000.00	0.00	3.00	1.50	2040.00	2006.00	1915.00	0.00	Single Family	4119 51st Avenue Southwest	On street	NULL	09/12/17
47578480.00	-122400688.00	710000.00	0.00	4.00	3.00	3100.00	2006.00	1919.00	2.00	Single Family	5319 Southwest Admiral Way	Carport, Detached Garage, 2 spaces	Mountain	09/11/17
47580552.00	-122405888.00	880000.00	0.00	5.00	2.00	2740.00	0.00	1916.00	1.00	Single Family	2608 58th Avenue Southwest	Carport, Attached Garage	Mountain	09/01/17
47576832.00	-122413696.00	805000.00	0.00	3.00	2.00	1500.00	0.00	1949.00	1.00	Single Family	3047 63rd Avenue Southwest	Off street, Detached Garage, 1 space, 200 sqft garage	NULL	08/31/17
47576456.00	-122408552.00	645000.00	0.00	3.00	2.50	0.00	2005.00	2005.00	2.00	Townhouse		Attached Garage, 1 space, 190 sqft garage	NULL	08/25/17
47571680.00	-122411528.00	825000.00	0.00	3.00	2.50	2010.00	0.00	2008.00	2.00	Single Family	3638B Beach Drive Southwest # B	Attached Garage, 1 space, 190 sqft garage	Water	08/28/17
47588400.00	-122394856.00	1100000.00	0.00	4.00	2.00	2210.00	0.00	1910.00	2.00	Multi Family	1590 Alki Avenue Southwest	No Data	Water	08/28/17
47569528.00	-122408640.00	749000.00	0.00	3.00	2.50	1920.00	0.00	2006.00	3.00	Townhouse	3815 59TH Avenue Southwest	Attached Garage, 1 space, 190 sqft garage	NULL	08/31/17
47576740.00	-122411096.00	425000.00	0.00	1.00	1.00	840.00	0.00	1914.00	1.00	Single Family	3035 61st Avenue Southwest	Attached Garage, Detached Garage, 1 space, 250 sqft garage	NULL	10/17/17
47574424.00	-122383256.00	774000.00	0.00	4.00	2.00	2100.00	0.00	1974.00	1.00	Single Family	3238 Walnut Avenue Southwest	Attached Garage, 350 sqft garage	NULL	10/12/17
47582224.00	-122393136.00	1100000.00	0.00	4.00	1.50	1590.00	0.00	1959.00	1.00	Single Family	2329 48th Avenue Southwest	Attached Garage, 1 space, 310 sqft garage	NULL	09/21/17
47581748.00	-122394544.00	835000.00	0.00	3.00	3.00	1820.00	0.00	2013.00	2.00	Townhouse	2323 50TH Avenue Southwest	Attached Garage, 2 spaces, 610 sqft garage	NULL	09/19/17
47587172.00	-122382896.00	1400000.00	0.00	3.00	3.50	2510.00	0.00	1987.00	3.00	Single Family	1718 41st Avenue Southwest	Attached Garage, 2 spaces, 530 sqft garage	Water	09/18/17
47578640.00	-122400400.00	700000.00	0.00	4.00	1.50	1676.00	0.00	1931.00	1.50	Single Family	5311 Southwest Admiral Way	No Data	Water	09/22/17
47588280.00	-122389296.00	811000.00	0.00	4.00	2.00	1830.00	0.00	1955.00	0.00	Single Family	1637 45th Avenue Southwest	1 space	NULL	09/22/17
47592908.00	-122383616.00	1315000.00	0.00	3.00	1.50	2440.00	0.00	2016.00	4.00	Single Family	4007 Southwest Maryland Place	Attached Garage, 2 spaces	City, Mountain	09/14/17
47580892.00	-122383080.00	620000.00	0.00	2.00	1.50	1370.00	0.00	2006.00	2.00	Townhouse	2610 Walnut Avenue Southwest # F	Attached Garage, 1 space, 280 sqft garage	NULL	09/25/17
47573920.00	-122413784.00	595000.00	0.00	2.00	1.50	1400.00	0.00	1925.00	1.00	Single Family	6308 Southwest Marguerite Court	Attached Garage, 1 space, 160 sqft garage	Territorial	09/06/17
47576412.00	-122409920.00	575000.00	0.00	2.00	1.50	1255.00	0.00	2000.00	2.00	Single Family	3047 60th Avenue Southwest # B	Attached Garage, 1 space, 205 sqft garage	NULL	08/09/17
47583336.00	-122383344.00	675000.00	0.00	3.00	1.50	1200.00	0.00	1906.00	1.50	Single Family	4061 Southwest College Street	No Data	NULL	08/22/17
47582744.00	-122392872.00	684000.00	0.00	3.00	1.75	1360.00	0.00	2014.00	2.00	Single Family	2309 48th Avenue Southwest # A	Attached Garage, 1 space, 260 sqft garage	NULL	08/07/17
47563332.00	-122381016.00	615000.00	0.00	3.00	1.50	1220.00	0.00	1917.00	1.00	Single Family	4446 39th Avenue Southwest	1 space	NULL	08/15/17
47559372.00	-122404128.00	2200000.00	0.00	4.00	3.50	4340.00	2001.00	1949.00	2.00	Single Family	4807 Beach Drive Southwest	Attached Garage, 2 spaces, 440 sqft garage	Mountain, Territorial, Water	08/17/17
47566576.00	-122408048.00	520000.00	0.00	2.00	1.50	1160.00	2000.00	2000.00	1.00	Single Family	4135 Chilberg Avenue Southwest Apartment A	Off street, Attached Garage, 190 sqft garage	NULL	08/22/17
47577660.00	-122391144.00	662000.00	0.00	4.00	0.00	0.00	0.00	1919.00	1.00	Single Family		Carport, Off street, Attached Garage, 1 space, 200 sqft garage	NULL	08/02/17
47576332.00	-122419448.00	250000.00	0.00	1.00	1.00	355.00	1991.00	1955.00	0.00	Condo	Lighthouse Point Apartment 10	Off street, 1 space	Territorial	07/30/17
47578712.00	-122404184.00	870000.00	0.00	4.00	1.50	2720.00	2006.00	1948.00	2.00	Single Family	2725 56th Avenue Southwest	Off street, Attached Garage, 2 spaces, 480 sqft garage	Mountain, Water	07/28/17
47568172.00	-122410056.00	1505000.00	0.00	2.00	4.00	2700.00	0.00	1947.00	2.00	Single Family	4015 Beach Drive Southwest	On street, Attached Garage, 2 spaces, 320 sqft garage	Mountain, Water	08/04/17
